"Series";"Time";"Value"
"AstroPlantExplorer.Ted.mean";"2020-01-31T12:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T13:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T14:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T15:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T16:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T17:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:10:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:20:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:30:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:40:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T18:50:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:00:00+01:00";20.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:10:00+01:00";20.811111238267685
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:20:00+01:00";21.59999990463257
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:30:00+01:00";21.922221925523544
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:40:00+01:00";22.012500047683716
"AstroPlantExplorer.Ted.mean";"2020-01-31T19:50:00+01:00";22.066666920979817
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:00:00+01:00";22.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:10:00+01:00";22.200000127156574
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:20:00+01:00";22.46666653951009
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:30:00+01:00";22.77500009536743
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:40:00+01:00";23.05555576748318
"AstroPlantExplorer.Ted.mean";"2020-01-31T20:50:00+01:00";23.225000143051147
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:00:00+01:00";23.344443851047092
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:10:00+01:00";23.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:20:00+01:00";23.333332697550457
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:30:00+01:00";23.266666412353516
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:40:00+01:00";23.262499809265137
"AstroPlantExplorer.Ted.mean";"2020-01-31T21:50:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:00:00+01:00";23.337499380111694
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:10:00+01:00";22.666666666666668
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:20:00+01:00";22.112500190734863
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:30:00+01:00";21.866666158040363
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:40:00+01:00";21.733333587646484
"AstroPlantExplorer.Ted.mean";"2020-01-31T22:50:00+01:00";21.662500619888306
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:00:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:10:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:20:00+01:00";21.44444423251682
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:30:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:40:00+01:00";21.362499475479126
"AstroPlantExplorer.Ted.mean";"2020-01-31T23:50:00+01:00";21.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:00:00+01:00";21.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:10:00+01:00";21.211111704508465
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:20:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:30:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:40:00+01:00";21.166667302449543
"AstroPlantExplorer.Ted.mean";"2020-02-01T00:50:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:00:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:10:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:20:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:30:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:40:00+01:00";21.06250023841858
"AstroPlantExplorer.Ted.mean";"2020-02-01T01:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:00:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:10:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:20:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:30:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T02:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:00:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:10:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:20:00+01:00";20.988888846503365
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:30:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T03:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:00:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:10:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:20:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:30:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T04:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:00:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:10:00+01:00";20.988888846503365
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:20:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:30:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-01T05:50:00+01:00";20.96666653951009
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:00:00+01:00";20.93749976158142
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:10:00+01:00";20.922221925523544
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:20:00+01:00";20.91111077202691
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:30:00+01:00";20.91249966621399
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:40:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T06:50:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:00:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:10:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:20:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:30:00+01:00";21.044444613986546
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:40:00+01:00";21.237500190734863
"AstroPlantExplorer.Ted.mean";"2020-02-01T07:50:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:00:00+01:00";20.162500023841858
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:10:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:20:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:30:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:40:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T08:50:00+01:00";17.56250035762787
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:00:00+01:00";21.722222646077473
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:10:00+01:00";21.777777353922527
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:20:00+01:00";21.78749942779541
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:30:00+01:00";21.788888295491535
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:40:00+01:00";21.799999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-01T09:50:00+01:00";21.788888295491535
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:00:00+01:00";21.722222646077473
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:10:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:20:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:30:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:40:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T10:50:00+01:00";21.733333587646484
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:00:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:10:00+01:00";21.711111704508465
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:20:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:30:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:40:00+01:00";21.611111534966362
"AstroPlantExplorer.Ted.mean";"2020-02-01T11:50:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:00:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:10:00+01:00";21.67500066757202
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:20:00+01:00";21.666667302449543
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:30:00+01:00";21.688889609442818
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:40:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T12:50:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:00:00+01:00";21.78749942779541
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:10:00+01:00";21.94444423251682
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:20:00+01:00";22.012500047683716
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:30:00+01:00";22.24444431728787
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:40:00+01:00";22.34999942779541
"AstroPlantExplorer.Ted.mean";"2020-02-01T13:50:00+01:00";22.55555576748318
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:00:00+01:00";22.622222688462998
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:10:00+01:00";22.75
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:20:00+01:00";22.811110390557182
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:30:00+01:00";22.84999942779541
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:40:00+01:00";22.799999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-01T14:50:00+01:00";22.866666158040363
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:00:00+01:00";22.91249966621399
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:10:00+01:00";22.844443851047092
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:20:00+01:00";22.75
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:30:00+01:00";22.633333841959637
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:40:00+01:00";22.55555576748318
"AstroPlantExplorer.Ted.mean";"2020-02-01T15:50:00+01:00";22.52500009536743
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:00:00+01:00";22.47777769300673
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:10:00+01:00";22.374999523162842
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:20:00+01:00";22.255555470784504
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:30:00+01:00";22.166667302449543
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:40:00+01:00";22.08750033378601
"AstroPlantExplorer.Ted.mean";"2020-02-01T16:50:00+01:00";22
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:00:00+01:00";21.93749976158142
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:10:00+01:00";21.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:20:00+01:00";21.877777311537002
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:30:00+01:00";21.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:40:00+01:00";21.91111077202691
"AstroPlantExplorer.Ted.mean";"2020-02-01T17:50:00+01:00";21.91249966621399
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:00:00+01:00";21.877777311537002
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:10:00+01:00";21.799999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:20:00+01:00";21.777777353922527
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:30:00+01:00";21.722222646077473
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:40:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-01T18:50:00+01:00";21.688889609442818
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:00:00+01:00";21.662500619888306
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:10:00+01:00";21.622222688462998
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:20:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:30:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:40:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T19:50:00+01:00";21.52222230699327
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:00:00+01:00";21.53333346048991
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:10:00+01:00";21.600000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:20:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:30:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:40:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T20:50:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:00:00+01:00";21.512500047683716
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:10:00+01:00";21.511111153496635
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:20:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:30:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:40:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T21:50:00+01:00";21.52222230699327
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:00:00+01:00";21.566666920979817
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:10:00+01:00";21.52500009536743
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:20:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:30:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:40:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T22:50:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:00:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:10:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:20:00+01:00";21.5
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:30:00+01:00";21.433333079020183
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:40:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-01T23:50:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:00:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:10:00+01:00";21.399999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:20:00+01:00";21.322221544053818
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:30:00+01:00";21.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:40:00+01:00";21.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T00:50:00+01:00";21.225000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:00:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:10:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:20:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:30:00+01:00";21.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:40:00+01:00";21.162500619888306
"AstroPlantExplorer.Ted.mean";"2020-02-02T01:50:00+01:00";21.155556148952908
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:00:00+01:00";21.112500429153442
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:10:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:20:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:30:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:40:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T02:50:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:00:00+01:00";21.08888922797309
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:10:00+01:00";21.03333346048991
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:20:00+01:00";21.02500009536743
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:30:00+01:00";21.011111153496635
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T03:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:00:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:10:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:20:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:30:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:40:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T04:50:00+01:00";21
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:00:00+01:00";20.988888846503365
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:10:00+01:00";20.96666653951009
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:20:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:30:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:40:00+01:00";20.91249966621399
"AstroPlantExplorer.Ted.mean";"2020-02-02T05:50:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:00:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:10:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:20:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:30:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:40:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T06:50:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:00:00+01:00";20.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:10:00+01:00";20.874999523162842
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:20:00+01:00";20.855555004543728
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:30:00+01:00";20.799999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:40:00+01:00";20.799999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T07:50:00+01:00";20.822221544053818
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:00:00+01:00";20.949999809265137
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:10:00+01:00";21.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:20:00+01:00";21.262499809265137
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:30:00+01:00";21.377777311537002
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:40:00+01:00";21.487499952316284
"AstroPlantExplorer.Ted.mean";"2020-02-02T08:50:00+01:00";21.544444613986546
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:00:00+01:00";21.611111534966362
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:10:00+01:00";21.687500715255737
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:20:00+01:00";21.700000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:30:00+01:00";21.83750009536743
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:40:00+01:00";22.711111068725586
"AstroPlantExplorer.Ted.mean";"2020-02-02T09:50:00+01:00";23.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:00:00+01:00";23.200000762939453
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:10:00+01:00";23.266666412353516
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:20:00+01:00";23.374999523162842
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:30:00+01:00";23.344443851047092
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:40:00+01:00";23.337499380111694
"AstroPlantExplorer.Ted.mean";"2020-02-02T10:50:00+01:00";23.388888465033638
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:00:00+01:00";23.33333290947808
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:10:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:20:00+01:00";23.311110390557182
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:30:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:40:00+01:00";23.422221925523544
"AstroPlantExplorer.Ted.mean";"2020-02-02T11:50:00+01:00";23.337499380111694
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:00:00+01:00";23.288888295491535
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:10:00+01:00";23.299999660915798
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:20:00+01:00";23.15000057220459
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:30:00+01:00";23.288888507419163
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:40:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T12:50:00+01:00";23.255555470784504
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:00:00+01:00";23.144444995456272
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:10:00+01:00";23.100000381469727
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:20:00+01:00";23.077778074476456
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:30:00+01:00";23.125000476837158
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:40:00+01:00";23.08888922797309
"AstroPlantExplorer.Ted.mean";"2020-02-02T13:50:00+01:00";23.012500047683716
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:00:00+01:00";23.155556148952908
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:10:00+01:00";23.225000143051147
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:20:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:30:00+01:00";23.322221544053818
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:40:00+01:00";23.424999713897705
"AstroPlantExplorer.Ted.mean";"2020-02-02T14:50:00+01:00";23.44444423251682
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:00:00+01:00";23.299999237060547
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:10:00+01:00";23.144444783528645
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:20:00+01:00";23.137500524520874
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:30:00+01:00";23.144444995456272
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:40:00+01:00";22.862500190734863
"AstroPlantExplorer.Ted.mean";"2020-02-02T15:50:00+01:00";22.266666624281143
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:00:00+01:00";22.111111534966362
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:10:00+01:00";21.987499952316284
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:20:00+01:00";21.922221925523544
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:30:00+01:00";21.899999618530273
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:40:00+01:00";21.999999788072373
"AstroPlantExplorer.Ted.mean";"2020-02-02T16:50:00+01:00";22.58750033378601
"AstroPlantExplorer.Ted.mean";"2020-02-02T17:00:00+01:00";22.866666158040363
"AstroPlantExplorer.Ted.mean";"2020-02-02T17:10:00+01:00";23.011111153496635
"AstroPlantExplorer.Ted.mean";"2020-02-02T17:20:00+01:00";23.162500619888306
