date,value
1938-06-30T22:40Z,-0.09
1938-07-31T22:40Z,-0.04
1938-08-31T22:40Z,0.03
1938-09-30T22:40Z,0.11
1938-10-31T23:40Z,0.01
1938-11-30T23:40Z,-0.26
1938-12-31T23:40Z,-0.13
1939-01-31T23:40Z,-0.12
1939-02-28T23:40Z,-0.2
1939-03-31T23:40Z,-0.12
1939-04-30T23:40Z,-0.07
1939-05-31T22:40Z,-0.08
1939-06-30T22:40Z,-0.06
1939-07-31T22:40Z,-0.05
1939-08-31T22:40Z,0
1939-09-30T22:40Z,-0.03
1939-10-31T23:40Z,0.06
1939-11-30T23:40Z,0.4
1939-12-31T23:40Z,-0.15
1940-01-31T23:40Z,0.06
1940-02-29T23:40Z,0.12
1940-03-31T23:40Z,0.16
1940-04-30T23:40Z,0.05
1940-05-31T22:00Z,0.05
1940-06-30T22:00Z,0.1
1940-07-31T22:00Z,0.01
1940-08-31T22:00Z,0.12
1940-09-30T22:00Z,0.07
1940-10-31T22:00Z,0.13
1940-11-30T22:00Z,0.19
1940-12-31T22:00Z,0.13
1941-01-31T22:00Z,0.23
1941-02-28T22:00Z,0.06
1941-03-31T22:00Z,0.11
1941-04-30T22:00Z,0.1
1941-05-31T22:00Z,0.04
1941-06-30T22:00Z,0.15
1941-07-31T22:00Z,0.14
1941-08-31T22:00Z,0.02
1941-09-30T22:00Z,0.24
1941-10-31T22:00Z,0.12
1941-11-30T22:00Z,0.14
1941-12-31T22:00Z,0.26
1942-01-31T22:00Z,0.05
1942-02-28T22:00Z,0.13
1942-03-31T22:00Z,0.14
1942-04-30T22:00Z,0.14
1942-05-31T22:00Z,0.11
1942-06-30T22:00Z,0.02
1942-07-31T22:00Z,-0.03
1942-08-31T22:00Z,0
1942-09-30T22:00Z,0.06
1942-10-31T22:00Z,0.13
1942-11-30T23:00Z,0.12
1942-12-31T23:00Z,-0.01
1943-01-31T23:00Z,0.22
1943-02-28T23:00Z,0.01
1943-03-31T22:00Z,0.13
1943-04-30T22:00Z,0.1
1943-05-31T22:00Z,-0.01
1943-06-30T22:00Z,0.14
1943-07-31T22:00Z,0.03
1943-08-31T22:00Z,0.11
1943-09-30T22:00Z,0.3
1943-10-31T23:00Z,0.25
1943-11-30T23:00Z,0.28
1943-12-31T23:00Z,0.41
1944-01-31T23:00Z,0.31
1944-02-29T23:00Z,0.34
1944-03-31T23:00Z,0.27
1944-04-30T22:00Z,0.26
1944-05-31T22:00Z,0.22
1944-06-30T22:00Z,0.23
1944-07-31T22:00Z,0.23
1944-08-31T22:00Z,0.31
1944-09-30T22:00Z,0.27
1944-10-31T23:00Z,0.12
1944-11-30T23:00Z,0.05
1944-12-31T23:00Z,0.13
1945-01-31T23:00Z,0.02
1945-02-28T23:00Z,0.11
1945-03-31T23:00Z,0.24
1945-04-30T22:00Z,0.1
1945-05-31T22:00Z,0.02
1945-06-30T22:00Z,0.07
1945-07-31T22:00Z,0.25
1945-08-31T22:00Z,0.22
1945-09-30T23:00Z,0.22
1945-10-31T23:00Z,0.1
1945-11-30T23:00Z,-0.1
1945-12-31T23:00Z,0.15
1946-01-31T23:00Z,0.06
1946-02-28T23:00Z,0
1946-03-31T23:00Z,0.11
1946-04-30T23:00Z,-0.04
1946-05-31T23:00Z,-0.17
1946-06-30T23:00Z,-0.09
1946-07-31T23:00Z,-0.08
1946-08-31T23:00Z,-0.02
1946-09-30T23:00Z,-0.06
1946-10-31T23:00Z,-0.02
1946-11-30T23:00Z,-0.29
1946-12-31T23:00Z,-0.13
1947-01-31T23:00Z,-0.08
1947-02-28T23:00Z,0.05
1947-03-31T23:00Z,0.04
1947-04-30T23:00Z,-0.06
1947-05-31T23:00Z,0
1947-06-30T23:00Z,-0.06
1947-07-31T23:00Z,-0.08
1947-08-31T23:00Z,-0.14
1947-09-30T23:00Z,0.06
1947-10-31T23:00Z,-0.01
1947-11-30T23:00Z,-0.18
1947-12-31T23:00Z,0.05
1948-01-31T23:00Z,-0.13
1948-02-29T23:00Z,-0.23
1948-03-31T23:00Z,-0.09
1948-04-30T23:00Z,0.08
1948-05-31T23:00Z,-0.05
1948-06-30T23:00Z,-0.13
1948-07-31T23:00Z,-0.1
1948-08-31T23:00Z,-0.1
1948-09-30T23:00Z,-0.07
1948-10-31T23:00Z,-0.08
1948-11-30T23:00Z,-0.23
1948-12-31T23:00Z,0.09
1949-01-31T23:00Z,-0.16
1949-02-28T23:00Z,-0.01
1949-03-31T23:00Z,-0.07
1949-04-30T23:00Z,-0.09
1949-05-31T23:00Z,-0.22
1949-06-30T23:00Z,-0.13
1949-07-31T23:00Z,-0.08
1949-08-31T23:00Z,-0.08
1949-09-30T23:00Z,-0.03
1949-10-31T23:00Z,-0.08
1949-11-30T23:00Z,-0.19
1949-12-31T23:00Z,-0.3
1950-01-31T23:00Z,-0.26
1950-02-28T23:00Z,-0.06
1950-03-31T23:00Z,-0.21
1950-04-30T23:00Z,-0.12
1950-05-31T23:00Z,-0.06
1950-06-30T23:00Z,-0.09
1950-07-31T23:00Z,-0.18
1950-08-31T23:00Z,-0.1
1950-09-30T23:00Z,-0.2
1950-10-31T23:00Z,-0.35
1950-11-30T23:00Z,-0.2
1950-12-31T23:00Z,-0.35
1951-01-31T23:00Z,-0.44
1951-02-28T23:00Z,-0.19
1951-03-31T23:00Z,-0.1
1951-04-30T23:00Z,-0.02
1951-05-31T23:00Z,-0.05
1951-06-30T23:00Z,0
1951-07-31T23:00Z,0.05
1951-08-31T23:00Z,0.07
1951-09-30T23:00Z,0.06
1951-10-31T23:00Z,0
1951-11-30T23:00Z,0.15
1951-12-31T23:00Z,0.16
1952-01-31T23:00Z,0.12
1952-02-29T23:00Z,-0.1
1952-03-31T23:00Z,0.02
1952-04-30T23:00Z,-0.05
1952-05-31T23:00Z,-0.04
1952-06-30T23:00Z,0.05
1952-07-31T23:00Z,0.07
1952-08-31T23:00Z,0.08
1952-09-30T23:00Z,-0.04
1952-10-31T23:00Z,-0.17
1952-11-30T23:00Z,-0.02
1952-12-31T23:00Z,0.09
1953-01-31T23:00Z,0.16
1953-02-28T23:00Z,0.11
1953-03-31T23:00Z,0.2
1953-04-30T23:00Z,0.08
1953-05-31T23:00Z,0.08
1953-06-30T23:00Z,0.02
1953-07-31T23:00Z,0.08
1953-08-31T23:00Z,0.06
1953-09-30T23:00Z,0.05
1953-10-31T23:00Z,-0.05
1953-11-30T23:00Z,0.03
1953-12-31T23:00Z,-0.28
1954-01-31T23:00Z,-0.1
1954-02-28T23:00Z,-0.12
1954-03-31T23:00Z,-0.18
1954-04-30T23:00Z,-0.2
1954-05-31T23:00Z,-0.16
1954-06-30T23:00Z,-0.16
1954-07-31T23:00Z,-0.13
1954-08-31T23:00Z,-0.07
1954-09-30T23:00Z,-0.01
1954-10-31T23:00Z,0.08
1954-11-30T23:00Z,-0.18
1954-12-31T23:00Z,0.11
1955-01-31T23:00Z,-0.21
1955-02-28T23:00Z,-0.36
1955-03-31T23:00Z,-0.23
1955-04-30T23:00Z,-0.2
1955-05-31T23:00Z,-0.08
1955-06-30T23:00Z,-0.09
1955-07-31T23:00Z,0.04
1955-08-31T23:00Z,-0.13
1955-09-30T23:00Z,-0.05
1955-10-31T23:00Z,-0.28
1955-11-30T23:00Z,-0.32
1955-12-31T23:00Z,-0.17
1956-01-31T23:00Z,-0.25
1956-02-29T23:00Z,-0.23
1956-03-31T23:00Z,-0.26
1956-04-30T23:00Z,-0.28
1956-05-31T23:00Z,-0.15
1956-06-30T23:00Z,-0.12
1956-07-31T23:00Z,-0.25
1956-08-31T23:00Z,-0.22
1956-09-30T23:00Z,-0.24
1956-10-31T23:00Z,-0.17
1956-11-30T23:00Z,-0.1
1956-12-31T23:00Z,-0.14
1957-01-31T23:00Z,-0.05
1957-02-28T23:00Z,-0.05
1957-03-31T23:00Z,-0.04
1957-04-30T23:00Z,0.08
1957-05-31T23:00Z,0.16
1957-06-30T23:00Z,0.01
1957-07-31T23:00Z,0.14
1957-08-31T23:00Z,0.06
1957-09-30T23:00Z,0.01
1957-10-31T23:00Z,0.07
1957-11-30T23:00Z,0.16
1957-12-31T23:00Z,0.39
1958-01-31T23:00Z,0.24
1958-02-28T23:00Z,0.1
1958-03-31T23:00Z,0.01
1958-04-30T23:00Z,0.08
1958-05-31T23:00Z,-0.05
1958-06-30T23:00Z,0.06
1958-07-31T23:00Z,-0.06
1958-08-31T23:00Z,-0.03
1958-09-30T23:00Z,0.04
1958-10-31T23:00Z,0.02
1958-11-30T23:00Z,0.01
1958-12-31T23:00Z,0.06
1959-01-31T23:00Z,0.09
1959-02-28T23:00Z,0.19
1959-03-31T23:00Z,0.16
1959-04-30T23:00Z,0.06
1959-05-31T23:00Z,0.02
1959-06-30T23:00Z,0.06
1959-07-31T23:00Z,-0.01
1959-08-31T23:00Z,-0.06
1959-09-30T23:00Z,-0.09
1959-10-31T23:00Z,-0.09
1959-11-30T23:00Z,-0.03
1959-12-31T23:00Z,-0.01
1960-01-31T23:00Z,0.14
1960-02-29T23:00Z,-0.36
1960-03-31T23:00Z,-0.16
1960-04-30T23:00Z,-0.08
1960-05-31T23:00Z,0.01
1960-06-30T23:00Z,-0.02
1960-07-31T23:00Z,-0.01
1960-08-31T23:00Z,0.05
1960-09-30T23:00Z,0.07
1960-10-31T23:00Z,-0.11
1960-11-30T23:00Z,0.18
1960-12-31T23:00Z,0.07
1961-01-31T23:00Z,0.18
1961-02-28T23:00Z,0.09
1961-03-31T23:00Z,0.15
1961-04-30T23:00Z,0.13
1961-05-31T23:00Z,0.12
1961-06-30T23:00Z,-0.03
1961-07-31T23:00Z,0.02
1961-08-31T23:00Z,0.05
1961-09-30T23:00Z,0
1961-10-31T23:00Z,0.03
1961-11-30T23:00Z,-0.15
1961-12-31T23:00Z,0.08
1962-01-31T23:00Z,0.14
1962-02-28T23:00Z,0.12
1962-03-31T23:00Z,0.05
1962-04-30T23:00Z,-0.06
1962-05-31T23:00Z,0.06
1962-06-30T23:00Z,-0.02
1962-07-31T23:00Z,-0.02
1962-08-31T23:00Z,-0.01
1962-09-30T23:00Z,-0.03
1962-10-31T23:00Z,0.06
1962-11-30T23:00Z,-0.01
1962-12-31T23:00Z,-0.03
1963-01-31T23:00Z,0.19
1963-02-28T23:00Z,-0.13
1963-03-31T23:00Z,-0.05
1963-04-30T23:00Z,-0.09
1963-05-31T23:00Z,0.03
1963-06-30T23:00Z,0.08
1963-07-31T23:00Z,0.25
1963-08-31T23:00Z,0.2
1963-09-30T23:00Z,0.15
1963-10-31T23:00Z,0.15
1963-11-30T23:00Z,0
1963-12-31T23:00Z,-0.06
1964-01-31T23:00Z,-0.12
1964-02-29T23:00Z,-0.22
1964-03-31T23:00Z,-0.3
1964-04-30T23:00Z,-0.25
1964-05-31T23:00Z,-0.07
1964-06-30T23:00Z,-0.07
1964-07-31T23:00Z,-0.2
1964-08-31T23:00Z,-0.28
1964-09-30T23:00Z,-0.3
1964-10-31T23:00Z,-0.21
1964-11-30T23:00Z,-0.3
1964-12-31T23:00Z,-0.09
1965-01-31T23:00Z,-0.17
1965-02-28T23:00Z,-0.11
1965-03-31T23:00Z,-0.2
1965-04-30T23:00Z,-0.14
1965-05-31T23:00Z,-0.08
1965-06-30T23:00Z,-0.12
1965-07-31T23:00Z,-0.01
1965-08-31T23:00Z,-0.15
1965-09-30T23:00Z,-0.04
1965-10-31T23:00Z,-0.06
1965-11-30T23:00Z,-0.05
1965-12-31T23:00Z,-0.16
1966-01-31T23:00Z,0
1966-02-28T23:00Z,0.04
1966-03-31T23:00Z,-0.13
1966-04-30T23:00Z,-0.1
1966-05-31T23:00Z,0.02
1966-06-30T23:00Z,0.09
1966-07-31T23:00Z,-0.1
1966-08-31T23:00Z,-0.01
1966-09-30T23:00Z,-0.15
1966-10-31T23:00Z,-0.02
1966-11-30T23:00Z,-0.06
1966-12-31T23:00Z,-0.06
1967-01-31T23:00Z,-0.2
1967-02-28T23:00Z,0.03
1967-03-31T23:00Z,-0.05
1967-04-30T23:00Z,0.14
1967-05-31T23:00Z,-0.08
1967-06-30T23:00Z,0.01
1967-07-31T23:00Z,0.02
1967-08-31T23:00Z,-0.04
1967-09-30T23:00Z,0.06
1967-10-31T23:00Z,-0.06
1967-11-30T23:00Z,-0.02
1967-12-31T23:00Z,-0.23
1968-01-31T23:00Z,-0.15
1968-02-29T23:00Z,0.21
1968-03-31T23:00Z,-0.05
1968-04-30T23:00Z,-0.1
1968-05-31T23:00Z,-0.06
1968-06-30T23:00Z,-0.11
1968-07-31T23:00Z,-0.11
1968-08-31T23:00Z,-0.18
1968-09-30T23:00Z,0.12
1968-10-31T23:00Z,-0.04
1968-11-30T23:00Z,-0.14
1968-12-31T23:00Z,-0.11
1969-01-31T23:00Z,-0.14
1969-02-28T23:00Z,0
1969-03-31T23:00Z,0.19
1969-04-30T23:00Z,0.2
1969-05-31T23:00Z,0.05
1969-06-30T23:00Z,-0.01
1969-07-31T23:00Z,0.03
1969-08-31T23:00Z,0.1
1969-09-30T23:00Z,0.11
1969-10-31T23:00Z,0.12
1969-11-30T23:00Z,0.27
1969-12-31T23:00Z,0.09
1970-01-31T23:00Z,0.22
1970-02-28T23:00Z,0.08
1970-03-31T23:00Z,0.09
1970-04-30T23:00Z,-0.05
1970-05-31T23:00Z,-0.03
1970-06-30T23:00Z,-0.04
1970-07-31T23:00Z,-0.11
1970-08-31T23:00Z,0.11
1970-09-30T23:00Z,0.05
1970-10-31T23:00Z,0.01
1970-11-30T23:00Z,-0.13
1970-12-31T23:00Z,-0.02
1971-01-31T23:00Z,-0.2
1971-02-28T23:00Z,-0.18
1971-03-31T23:00Z,-0.09
1971-04-30T23:00Z,-0.06
1971-05-31T23:00Z,-0.18
1971-06-30T23:00Z,-0.12
1971-07-31T23:00Z,-0.03
1971-08-31T23:00Z,-0.01
1971-09-30T23:00Z,-0.05
1971-10-31T23:00Z,-0.04
1971-11-30T23:00Z,-0.08
1971-12-31T23:00Z,-0.24
1972-01-31T23:00Z,-0.17
1972-02-29T23:00Z,0.02
1972-03-31T23:00Z,-0.01
1972-04-30T23:00Z,-0.03
1972-05-31T23:00Z,0.04
1972-06-30T23:00Z,0.02
1972-07-31T23:00Z,0.18
1972-08-31T23:00Z,0.03
1972-09-30T23:00Z,0.09
1972-10-31T23:00Z,0.03
1972-11-30T23:00Z,0.18
1972-12-31T23:00Z,0.28
1973-01-31T23:00Z,0.3
1973-02-28T23:00Z,0.26
1973-03-31T23:00Z,0.25
1973-04-30T23:00Z,0.26
1973-05-31T23:00Z,0.16
1973-06-30T23:00Z,0.09
1973-07-31T23:00Z,0.02
1973-08-31T23:00Z,0.06
1973-09-30T23:00Z,0.12
1973-10-31T23:00Z,0.06
1973-11-30T23:00Z,-0.06
1973-12-31T23:00Z,-0.14
1974-01-31T23:00Z,-0.28
1974-02-28T23:00Z,-0.05
1974-03-31T23:00Z,-0.1
1974-04-30T23:00Z,-0.01
1974-05-31T23:00Z,-0.05
1974-06-30T23:00Z,-0.03
1974-07-31T23:00Z,0.12
1974-08-31T23:00Z,-0.12
1974-09-30T23:00Z,-0.07
1974-10-31T23:00Z,-0.07
1974-11-30T23:00Z,-0.09
1974-12-31T23:00Z,0.07
1975-01-31T23:00Z,0.07
1975-02-28T23:00Z,0.14
1975-03-31T23:00Z,0.06
1975-04-30T23:00Z,0.16
1975-05-31T23:00Z,-0.02
1975-06-30T23:00Z,-0.03
1975-07-31T23:00Z,-0.2
1975-08-31T23:00Z,-0.03
1975-09-30T23:00Z,-0.09
1975-10-31T23:00Z,-0.16
1975-11-30T23:00Z,-0.17
1975-12-31T23:00Z,0
1976-01-31T23:00Z,-0.06
1976-02-29T23:00Z,-0.21
1976-03-31T23:00Z,-0.1
1976-04-30T23:00Z,-0.23
1976-05-31T23:00Z,-0.15
1976-06-30T23:00Z,-0.12
1976-07-31T23:00Z,-0.18
1976-08-31T23:00Z,-0.09
1976-09-30T23:00Z,-0.26
1976-10-31T23:00Z,-0.06
1976-11-30T23:00Z,0.09
1976-12-31T23:00Z,0.18
1977-01-31T23:00Z,0.2
1977-02-28T23:00Z,0.25
1977-03-31T23:00Z,0.27
1977-04-30T22:00Z,0.3
1977-05-31T22:00Z,0.25
1977-06-30T22:00Z,0.23
1977-07-31T22:00Z,0.19
1977-08-31T22:00Z,0.02
1977-09-30T23:00Z,0.04
1977-10-31T23:00Z,0.2
1977-11-30T23:00Z,0.05
1977-12-31T23:00Z,0.08
1978-01-31T23:00Z,0.14
1978-02-28T23:00Z,0.21
1978-03-31T23:00Z,0.15
1978-04-30T22:00Z,0.07
1978-05-31T22:00Z,-0.03
1978-06-30T22:00Z,0.07
1978-07-31T22:00Z,-0.18
1978-08-31T22:00Z,0.05
1978-09-30T22:00Z,0
1978-10-31T23:00Z,0.16
1978-11-30T23:00Z,0.11
1978-12-31T23:00Z,0.14
1979-01-31T23:00Z,-0.09
1979-02-28T23:00Z,0.19
1979-03-31T23:00Z,0.13
1979-04-30T22:00Z,0.06
1979-05-31T22:00Z,0.14
1979-06-30T22:00Z,0.03
1979-07-31T22:00Z,0.14
1979-08-31T22:00Z,0.27
1979-09-30T23:00Z,0.26
1979-10-31T23:00Z,0.29
1979-11-30T23:00Z,0.47
1979-12-31T23:00Z,0.3
1980-01-31T23:00Z,0.42
1980-02-29T23:00Z,0.29
1980-03-31T23:00Z,0.32
1980-04-30T22:00Z,0.34
1980-05-31T22:00Z,0.16
1980-06-30T22:00Z,0.28
1980-07-31T22:00Z,0.24
1980-08-31T22:00Z,0.21
1980-09-30T23:00Z,0.2
1980-10-31T23:00Z,0.3
1980-11-30T23:00Z,0.21
1980-12-31T23:00Z,0.56
1981-01-31T23:00Z,0.41
1981-02-28T23:00Z,0.48
1981-03-31T22:00Z,0.32
1981-04-30T22:00Z,0.25
1981-05-31T22:00Z,0.31
1981-06-30T22:00Z,0.35
1981-07-31T22:00Z,0.35
1981-08-31T22:00Z,0.17
1981-09-30T23:00Z,0.13
1981-10-31T23:00Z,0.21
1981-11-30T23:00Z,0.4
1981-12-31T23:00Z,0.09
1982-01-31T23:00Z,0.14
1982-02-28T23:00Z,-0.01
1982-03-31T22:00Z,0.1
1982-04-30T22:00Z,0.16
1982-05-31T22:00Z,0.05
1982-06-30T22:00Z,0.13
1982-07-31T22:00Z,0.08
1982-08-31T22:00Z,0.15
1982-09-30T23:00Z,0.13
1982-10-31T23:00Z,0.14
1982-11-30T23:00Z,0.43
1982-12-31T23:00Z,0.52
1983-01-31T23:00Z,0.4
1983-02-28T23:00Z,0.42
1983-03-31T22:00Z,0.3
1983-04-30T22:00Z,0.35
1983-05-31T22:00Z,0.18
1983-06-30T22:00Z,0.15
1983-07-31T22:00Z,0.3
1983-08-31T22:00Z,0.38
1983-09-30T23:00Z,0.15
1983-10-31T23:00Z,0.3
1983-11-30T23:00Z,0.17
1983-12-31T23:00Z,0.3
1984-01-31T23:00Z,0.17
1984-02-29T23:00Z,0.29
1984-03-31T22:00Z,0.08
1984-04-30T22:00Z,0.33
1984-05-31T22:00Z,0.04
1984-06-30T22:00Z,0.16
1984-07-31T22:00Z,0.15
1984-08-31T22:00Z,0.2
1984-09-30T23:00Z,0.15
1984-10-31T23:00Z,0.04
1984-11-30T23:00Z,-0.06
1984-12-31T23:00Z,0.21
1985-01-31T23:00Z,-0.06
1985-02-28T23:00Z,0.17
1985-03-31T22:00Z,0.11
1985-04-30T22:00Z,0.17
1985-05-31T22:00Z,0.17
1985-06-30T22:00Z,0
1985-07-31T22:00Z,0.15
1985-08-31T22:00Z,0.14
1985-09-30T23:00Z,0.11
1985-10-31T23:00Z,0.09
1985-11-30T23:00Z,0.15
1985-12-31T23:00Z,0.3
1986-01-31T23:00Z,0.39
1986-02-28T23:00Z,0.29
1986-03-31T22:00Z,0.26
1986-04-30T22:00Z,0.26
1986-05-31T22:00Z,0.12
1986-06-30T22:00Z,0.13
1986-07-31T22:00Z,0.12
1986-08-31T22:00Z,0.02
1986-09-30T23:00Z,0.14
1986-10-31T23:00Z,0.11
1986-11-30T23:00Z,0.16
1986-12-31T23:00Z,0.36
1987-01-31T23:00Z,0.46
1987-02-28T23:00Z,0.17
1987-03-31T22:00Z,0.24
1987-04-30T22:00Z,0.26
1987-05-31T22:00Z,0.36
1987-06-30T22:00Z,0.46
1987-07-31T22:00Z,0.28
1987-08-31T22:00Z,0.39
1987-09-30T23:00Z,0.32
1987-10-31T23:00Z,0.25
1987-11-30T23:00Z,0.47
1987-12-31T23:00Z,0.57
1988-01-31T23:00Z,0.42
1988-02-29T23:00Z,0.49
1988-03-31T22:00Z,0.45
1988-04-30T22:00Z,0.44
1988-05-31T22:00Z,0.42
1988-06-30T22:00Z,0.35
1988-07-31T22:00Z,0.46
1988-08-31T22:00Z,0.42
1988-09-30T23:00Z,0.4
1988-10-31T23:00Z,0.13
1988-11-30T23:00Z,0.34
1988-12-31T23:00Z,0.16
1989-01-31T23:00Z,0.35
1989-02-28T23:00Z,0.36
1989-03-31T22:00Z,0.33
1989-04-30T22:00Z,0.17
1989-05-31T22:00Z,0.15
1989-06-30T22:00Z,0.34
1989-07-31T22:00Z,0.36
1989-08-31T22:00Z,0.37
1989-09-30T23:00Z,0.32
1989-10-31T23:00Z,0.21
1989-11-30T23:00Z,0.37
1989-12-31T23:00Z,0.41
1990-01-31T23:00Z,0.41
1990-02-28T23:00Z,0.76
1990-03-31T22:00Z,0.55
1990-04-30T22:00Z,0.46
1990-05-31T22:00Z,0.38
1990-06-30T22:00Z,0.44
1990-07-31T22:00Z,0.3
1990-08-31T22:00Z,0.3
1990-09-30T23:00Z,0.43
1990-10-31T23:00Z,0.46
1990-11-30T23:00Z,0.42
1990-12-31T23:00Z,0.42
1991-01-31T23:00Z,0.51
1991-02-28T23:00Z,0.36
1991-03-31T22:00Z,0.53
1991-04-30T22:00Z,0.39
1991-05-31T22:00Z,0.54
1991-06-30T22:00Z,0.51
1991-07-31T22:00Z,0.42
1991-08-31T22:00Z,0.5
1991-09-30T23:00Z,0.32
1991-10-31T23:00Z,0.31
1991-11-30T23:00Z,0.33
1991-12-31T23:00Z,0.45
1992-01-31T23:00Z,0.42
1992-02-29T23:00Z,0.47
1992-03-31T22:00Z,0.24
1992-04-30T22:00Z,0.32
1992-05-31T22:00Z,0.24
1992-06-30T22:00Z,0.13
1992-07-31T22:00Z,0.1
1992-08-31T22:00Z,0.01
1992-09-30T23:00Z,0.11
1992-10-31T23:00Z,0.04
1992-11-30T23:00Z,0.22
1992-12-31T23:00Z,0.37
1993-01-31T23:00Z,0.39
1993-02-28T23:00Z,0.36
1993-03-31T22:00Z,0.28
1993-04-30T22:00Z,0.26
1993-05-31T22:00Z,0.24
1993-06-30T22:00Z,0.28
1993-07-31T22:00Z,0.13
1993-08-31T22:00Z,0.11
1993-09-30T23:00Z,0.24
1993-10-31T23:00Z,0.07
1993-11-30T23:00Z,0.19
1993-12-31T23:00Z,0.3
1994-01-31T23:00Z,0.04
1994-02-28T23:00Z,0.26
1994-03-31T22:00Z,0.41
1994-04-30T22:00Z,0.29
1994-05-31T22:00Z,0.42
1994-06-30T22:00Z,0.32
1994-07-31T22:00Z,0.23
1994-08-31T22:00Z,0.32
1994-09-30T23:00Z,0.42
1994-10-31T23:00Z,0.46
1994-11-30T23:00Z,0.36
1994-12-31T23:00Z,0.5
1995-01-31T23:00Z,0.77
1995-02-28T23:00Z,0.45
1995-03-31T22:00Z,0.47
1995-04-30T22:00Z,0.29
1995-05-31T22:00Z,0.45
1995-06-30T22:00Z,0.49
1995-07-31T22:00Z,0.48
1995-08-31T22:00Z,0.34
1995-09-30T23:00Z,0.49
1995-10-31T23:00Z,0.45
1995-11-30T23:00Z,0.3
1995-12-31T23:00Z,0.27
1996-01-31T23:00Z,0.5
1996-02-29T23:00Z,0.34
1996-03-31T22:00Z,0.38
1996-04-30T22:00Z,0.3
1996-05-31T22:00Z,0.27
1996-06-30T22:00Z,0.37
1996-07-31T22:00Z,0.49
1996-08-31T22:00Z,0.27
1996-09-30T22:00Z,0.2
1996-10-31T23:00Z,0.42
1996-11-30T23:00Z,0.41
1996-12-31T23:00Z,0.33
1997-01-31T23:00Z,0.37
1997-02-28T23:00Z,0.52
1997-03-31T22:00Z,0.38
1997-04-30T22:00Z,0.39
1997-05-31T22:00Z,0.55
1997-06-30T22:00Z,0.35
1997-07-31T22:00Z,0.43
1997-08-31T22:00Z,0.56
1997-09-30T22:00Z,0.64
1997-10-31T23:00Z,0.66
1997-11-30T23:00Z,0.6
1997-12-31T23:00Z,0.61
1998-01-31T23:00Z,0.9
1998-02-28T23:00Z,0.63
1998-03-31T22:00Z,0.64
1998-04-30T22:00Z,0.71
1998-05-31T22:00Z,0.78
1998-06-30T22:00Z,0.71
1998-07-31T22:00Z,0.68
1998-08-31T22:00Z,0.45
1998-09-30T22:00Z,0.47
1998-10-31T23:00Z,0.5
1998-11-30T23:00Z,0.56
1998-12-31T23:00Z,0.48
1999-01-31T23:00Z,0.66
1999-02-28T23:00Z,0.34
1999-03-31T22:00Z,0.34
1999-04-30T22:00Z,0.33
1999-05-31T22:00Z,0.37
1999-06-30T22:00Z,0.41
1999-07-31T22:00Z,0.34
1999-08-31T22:00Z,0.43
1999-09-30T22:00Z,0.43
1999-10-31T23:00Z,0.42
1999-11-30T23:00Z,0.46
1999-12-31T23:00Z,0.26
2000-01-31T23:00Z,0.58
2000-02-29T23:00Z,0.6
2000-03-31T22:00Z,0.59
2000-04-30T22:00Z,0.4
2000-05-31T22:00Z,0.44
2000-06-30T22:00Z,0.42
2000-07-31T22:00Z,0.43
2000-08-31T22:00Z,0.42
2000-09-30T22:00Z,0.3
2000-10-31T23:00Z,0.34
2000-11-30T23:00Z,0.3
2000-12-31T23:00Z,0.44
2001-01-31T23:00Z,0.46
2001-02-28T23:00Z,0.58
2001-03-31T22:00Z,0.52
2001-04-30T22:00Z,0.59
2001-05-31T22:00Z,0.55
2001-06-30T22:00Z,0.61
2001-07-31T22:00Z,0.49
2001-08-31T22:00Z,0.56
2001-09-30T22:00Z,0.52
2001-10-31T23:00Z,0.7
2001-11-30T23:00Z,0.55
2001-12-31T23:00Z,0.75
2002-01-31T23:00Z,0.76
2002-02-28T23:00Z,0.91
2002-03-31T22:00Z,0.58
2002-04-30T22:00Z,0.65
2002-05-31T22:00Z,0.54
2002-06-30T22:00Z,0.62
2002-07-31T22:00Z,0.55
2002-08-31T22:00Z,0.65
2002-09-30T22:00Z,0.57
2002-10-31T23:00Z,0.59
2002-11-30T23:00Z,0.43
2002-12-31T23:00Z,0.73
2003-01-31T23:00Z,0.55
2003-02-28T23:00Z,0.57
2003-03-31T22:00Z,0.55
2003-04-30T22:00Z,0.62
2003-05-31T22:00Z,0.49
2003-06-30T22:00Z,0.55
2003-07-31T22:00Z,0.66
2003-08-31T22:00Z,0.66
2003-09-30T22:00Z,0.75
2003-10-31T23:00Z,0.55
2003-11-30T23:00Z,0.75
2003-12-31T23:00Z,0.59
2004-01-31T23:00Z,0.71
2004-02-29T23:00Z,0.64
2004-03-31T22:00Z,0.62
2004-04-30T22:00Z,0.42
2004-05-31T22:00Z,0.43
2004-06-30T22:00Z,0.26
2004-07-31T22:00Z,0.45
2004-08-31T22:00Z,0.53
2004-09-30T22:00Z,0.66
2004-10-31T23:00Z,0.72
2004-11-30T23:00Z,0.52
2004-12-31T23:00Z,0.72
2005-01-31T23:00Z,0.58
2005-02-28T23:00Z,0.69
2005-03-31T22:00Z,0.69
2005-04-30T22:00Z,0.65
2005-05-31T22:00Z,0.67
2005-06-30T22:00Z,0.66
2005-07-31T22:00Z,0.63
2005-08-31T22:00Z,0.78
2005-09-30T22:00Z,0.8
2005-10-31T23:00Z,0.76
2005-11-30T23:00Z,0.68
